,train_loss,train_acc
130,0.39474496245384216,tensor(0.75)
131,0.5256858468055725,tensor(0.73)
132,0.2526904046535492,tensor(0.88)
133,0.25971460342407227,tensor(0.89)
134,0.27587297558784485,tensor(0.89)
135,0.276229590177536,tensor(0.88)
136,0.32886970043182373,tensor(0.86)
137,0.22937355935573578,tensor(0.91)
138,0.29909616708755493,tensor(0.84)
139,0.21503092348575592,tensor(0.91)
140,0.38462719321250916,tensor(0.83)
141,0.3149561882019043,tensor(0.83)
142,0.2807074189186096,tensor(0.89)
143,0.20608358085155487,tensor(0.88)
144,0.2991565465927124,tensor(0.81)
145,0.23882433772087097,tensor(0.88)
146,0.28302720189094543,tensor(0.88)
147,0.3200454115867615,tensor(0.81)
148,0.34829697012901306,tensor(0.86)
149,0.2586132884025574,tensor(0.91)
150,0.280285120010376,tensor(0.86)
151,0.3239384889602661,tensor(0.84)
152,0.24339759349822998,tensor(0.88)
153,0.262249231338501,tensor(0.84)
154,0.2709697186946869,tensor(0.94)
155,0.19500315189361572,tensor(0.91)
156,0.2793441712856293,tensor(0.83)
157,0.35155194997787476,tensor(0.83)
158,0.2591974139213562,tensor(0.92)
159,0.26407498121261597,tensor(0.88)
160,0.3632398843765259,tensor(0.81)
161,0.17873458564281464,tensor(0.89)
162,0.17567189037799835,tensor(0.91)
163,0.16115404665470123,tensor(0.95)
164,0.2478559911251068,tensor(0.88)
165,0.2368064671754837,tensor(0.88)
166,0.3550841212272644,tensor(0.81)
167,0.18280020356178284,tensor(0.92)
168,0.2709222137928009,tensor(0.83)
169,0.31767359375953674,tensor(0.86)
170,0.3011084198951721,tensor(0.83)
171,0.13885372877120972,tensor(0.94)
172,0.2139642983675003,tensor(0.89)
173,0.2921023666858673,tensor(0.89)
174,0.2172289788722992,tensor(0.91)
175,0.21356965601444244,tensor(0.91)
176,0.26391392946243286,tensor(0.84)
177,0.2680574655532837,tensor(0.86)
178,0.2777860164642334,tensor(0.88)
179,0.22513705492019653,tensor(0.88)
180,0.308640718460083,tensor(0.81)
181,0.4170059859752655,tensor(0.83)
182,0.17555281519889832,tensor(0.95)
183,0.20738257467746735,tensor(0.89)
184,0.20689287781715393,tensor(0.94)
185,0.16367429494857788,tensor(0.95)
186,0.3082139790058136,tensor(0.86)
187,0.2576596140861511,tensor(0.94)
188,0.20550397038459778,tensor(0.89)
189,0.25603893399238586,tensor(0.92)
190,0.3444823920726776,tensor(0.83)
191,0.29929548501968384,tensor(0.88)
192,0.27936479449272156,tensor(0.89)
193,0.2929145097732544,tensor(0.83)
194,0.24300093948841095,tensor(0.91)
195,0.2138437032699585,tensor(0.94)
196,0.22977688908576965,tensor(0.86)
197,0.20256932079792023,tensor(0.92)
198,0.24895955622196198,tensor(0.86)
199,0.21046487987041473,tensor(0.92)
200,0.21061652898788452,tensor(0.92)
201,0.22261865437030792,tensor(0.92)
202,0.23001424968242645,tensor(0.89)
203,0.2654833197593689,tensor(0.89)
204,0.2504444718360901,tensor(0.88)
205,0.2917899191379547,tensor(0.88)
206,0.4865926504135132,tensor(0.75)
207,0.3585367202758789,tensor(0.83)
208,0.23105961084365845,tensor(0.89)
209,0.3553079664707184,tensor(0.83)
210,0.27637720108032227,tensor(0.84)
211,0.3052900731563568,tensor(0.89)
212,0.48695558309555054,tensor(0.77)
213,0.25414273142814636,tensor(0.86)
214,0.32554861903190613,tensor(0.88)
215,0.23410901427268982,tensor(0.88)
216,0.3926708400249481,tensor(0.83)
217,0.3368125259876251,tensor(0.81)
218,0.1976875513792038,tensor(0.94)
219,0.2019200474023819,tensor(0.92)
220,0.22235889732837677,tensor(0.89)
221,0.24828554689884186,tensor(0.92)
222,0.2740856111049652,tensor(0.88)
223,0.35366445779800415,tensor(0.84)
224,0.2332407683134079,tensor(0.89)
225,0.22914919257164001,tensor(0.92)
226,0.26350876688957214,tensor(0.89)
227,0.3377090394496918,tensor(0.81)
228,0.19936998188495636,tensor(0.92)
229,0.51621013879776,tensor(0.75)
230,0.2727692425251007,tensor(0.91)
231,0.31851211190223694,tensor(0.84)
232,0.2964229881763458,tensor(0.83)
233,0.2807374894618988,tensor(0.91)
234,0.2972715497016907,tensor(0.88)
235,0.30175164341926575,tensor(0.83)
236,0.26868772506713867,tensor(0.88)
237,0.23292875289916992,tensor(0.91)
238,0.30449560284614563,tensor(0.84)
239,0.2748563587665558,tensor(0.86)
240,0.2632671594619751,tensor(0.92)
241,0.2645140290260315,tensor(0.86)
242,0.15166977047920227,tensor(0.95)
243,0.3371472954750061,tensor(0.83)
244,0.3071194589138031,tensor(0.88)
245,0.29087361693382263,tensor(0.86)
246,0.22342242300510406,tensor(0.89)
247,0.2696710228919983,tensor(0.91)
248,0.30861154198646545,tensor(0.84)
249,0.22336548566818237,tensor(0.94)
250,0.3048093318939209,tensor(0.83)
251,0.16611652076244354,tensor(0.97)
252,0.2851477563381195,tensor(0.91)
253,0.25975799560546875,tensor(0.86)
254,0.31666940450668335,tensor(0.84)
255,0.17756597697734833,tensor(0.95)
256,0.2697300910949707,tensor(0.91)
257,0.2589661180973053,tensor(0.88)
258,0.3515793979167938,tensor(0.88)
259,0.3245716392993927,tensor(0.83)
260,0.22670665383338928,tensor(0.91)
261,0.20026348531246185,tensor(0.95)
262,0.2159457951784134,tensor(0.89)
263,0.33539360761642456,tensor(0.84)
264,0.2241555005311966,tensor(0.91)
265,0.2623714804649353,tensor(0.84)
266,0.2993626892566681,tensor(0.80)
267,0.3108634054660797,tensor(0.81)
268,0.3395534157752991,tensor(0.81)
269,0.2332354485988617,tensor(0.88)
270,0.22388209402561188,tensor(0.89)
271,0.17282670736312866,tensor(0.94)
272,0.3152003288269043,tensor(0.86)
273,0.3430369198322296,tensor(0.88)
274,0.2881237864494324,tensor(0.86)
275,0.18695585429668427,tensor(0.91)
276,0.18505960702896118,tensor(0.92)
277,0.2859155833721161,tensor(0.91)
278,0.17213238775730133,tensor(0.89)
279,0.3356410562992096,tensor(0.78)
280,0.2322365641593933,tensor(0.94)
281,0.3490029573440552,tensor(0.80)
282,0.26007404923439026,tensor(0.92)
283,0.2883599102497101,tensor(0.91)
284,0.1529645025730133,tensor(0.94)
285,0.2721535563468933,tensor(0.84)
286,0.17094650864601135,tensor(0.91)
287,0.210990771651268,tensor(0.92)
288,0.2163199782371521,tensor(0.89)
289,0.17646504938602448,tensor(0.91)
290,0.3990408182144165,tensor(0.84)
291,0.44021669030189514,tensor(0.80)
292,0.27261024713516235,tensor(0.94)
293,0.2171613574028015,tensor(0.95)
294,0.19300608336925507,tensor(0.92)
295,0.17584556341171265,tensor(0.91)
296,0.23578935861587524,tensor(0.88)
297,0.19928577542304993,tensor(0.89)
298,0.3031788766384125,tensor(0.86)
299,0.31395769119262695,tensor(0.91)
300,0.155467227101326,tensor(0.92)
301,0.2201744168996811,tensor(0.95)
302,0.11242134124040604,tensor(0.95)
303,0.22948616743087769,tensor(0.89)
304,0.23453232645988464,tensor(0.91)
305,0.24805662035942078,tensor(0.89)
306,0.27256426215171814,tensor(0.86)
307,0.31728509068489075,tensor(0.84)
308,0.21270397305488586,tensor(0.92)
309,0.2505229115486145,tensor(0.92)
310,0.26986056566238403,tensor(0.91)
311,0.08934660255908966,tensor(1.)
312,0.25979241728782654,tensor(0.84)
313,0.20148421823978424,tensor(0.92)
314,0.20244267582893372,tensor(0.92)
315,0.22908182442188263,tensor(0.86)
316,0.23830904066562653,tensor(0.84)
317,0.23934772610664368,tensor(0.89)
318,0.316960871219635,tensor(0.88)
319,0.20533794164657593,tensor(0.95)
320,0.21194399893283844,tensor(0.91)
321,0.2768325209617615,tensor(0.89)
322,0.297286719083786,tensor(0.88)
323,0.2424662709236145,tensor(0.89)
324,0.18007369339466095,tensor(0.87)
325,0.18447907269001007,tensor(0.94)
326,0.3030560314655304,tensor(0.84)
327,0.1735391765832901,tensor(0.95)
328,0.2429218590259552,tensor(0.91)
329,0.18993227183818817,tensor(0.91)
330,0.19667144119739532,tensor(0.89)
331,0.24788975715637207,tensor(0.89)
332,0.12488540261983871,tensor(0.95)
333,0.21321837604045868,tensor(0.91)
334,0.30252790451049805,tensor(0.91)
335,0.28497278690338135,tensor(0.83)
336,0.276775062084198,tensor(0.88)
337,0.3024638593196869,tensor(0.88)
338,0.1652381420135498,tensor(0.97)
339,0.16668753325939178,tensor(0.92)
340,0.1883588433265686,tensor(0.91)
341,0.3046116530895233,tensor(0.81)
342,0.34891945123672485,tensor(0.86)
343,0.16904982924461365,tensor(0.91)
344,0.22209936380386353,tensor(0.91)
345,0.27746933698654175,tensor(0.84)
346,0.1686895489692688,tensor(0.91)
347,0.19474872946739197,tensor(0.92)
348,0.1609402745962143,tensor(0.95)
349,0.28004273772239685,tensor(0.89)
350,0.37057751417160034,tensor(0.84)
351,0.19038628041744232,tensor(0.95)
352,0.20307402312755585,tensor(0.91)
353,0.27595826983451843,tensor(0.89)
354,0.23617702722549438,tensor(0.89)
355,0.2598158121109009,tensor(0.88)
356,0.16619376838207245,tensor(0.98)
357,0.27677688002586365,tensor(0.89)
358,0.1466333121061325,tensor(0.94)
359,0.228224977850914,tensor(0.86)
360,0.2099992036819458,tensor(0.91)
361,0.32296648621559143,tensor(0.89)
362,0.09992758184671402,tensor(0.97)
363,0.3638361096382141,tensor(0.81)
364,0.20516608655452728,tensor(0.94)
365,0.3305491507053375,tensor(0.83)
366,0.21222509443759918,tensor(0.89)
367,0.2921118438243866,tensor(0.84)
368,0.1663263738155365,tensor(0.95)
369,0.22887004911899567,tensor(0.89)
370,0.2844434678554535,tensor(0.88)
371,0.24717682600021362,tensor(0.91)
372,0.1459580659866333,tensor(0.95)
373,0.26529785990715027,tensor(0.86)
374,0.1787985861301422,tensor(0.91)
375,0.2615009546279907,tensor(0.88)
376,0.20984385907649994,tensor(0.94)
377,0.2830548584461212,tensor(0.88)
378,0.176364004611969,tensor(0.94)
379,0.2072845697402954,tensor(0.94)
380,0.22555053234100342,tensor(0.92)
381,0.3490411341190338,tensor(0.81)
382,0.2714374363422394,tensor(0.89)
383,0.23591989278793335,tensor(0.91)
384,0.16397817432880402,tensor(0.92)
385,0.2438735067844391,tensor(0.91)
386,0.2090725153684616,tensor(0.97)
387,0.14539824426174164,tensor(0.95)
388,0.4041324853897095,tensor(0.81)
389,0.23464755713939667,tensor(0.89)
390,0.22019433975219727,tensor(0.91)
391,0.12471973896026611,tensor(0.94)
392,0.13177719712257385,tensor(0.97)
393,0.20994330942630768,tensor(0.89)
394,0.24550169706344604,tensor(0.94)
395,0.30184534192085266,tensor(0.88)
396,0.18109537661075592,tensor(0.92)
397,0.23228487372398376,tensor(0.92)
398,0.1901325136423111,tensor(0.94)
399,0.24382953345775604,tensor(0.89)
400,0.23981471359729767,tensor(0.88)
401,0.18140164017677307,tensor(0.97)
402,0.29193347692489624,tensor(0.89)
403,0.21004267036914825,tensor(0.91)
404,0.2256467640399933,tensor(0.88)
405,0.3230527341365814,tensor(0.88)
406,0.2554911971092224,tensor(0.89)
407,0.16851435601711273,tensor(0.94)
408,0.32345855236053467,tensor(0.81)
409,0.2645249366760254,tensor(0.89)
410,0.25224849581718445,tensor(0.88)
411,0.31678110361099243,tensor(0.88)
412,0.18961527943611145,tensor(0.95)
413,0.23856472969055176,tensor(0.88)
414,0.16643215715885162,tensor(0.95)
415,0.1983984112739563,tensor(0.89)
416,0.26105618476867676,tensor(0.86)
417,0.40251851081848145,tensor(0.81)
418,0.1830156147480011,tensor(0.92)
419,0.21735452115535736,tensor(0.92)
420,0.31561294198036194,tensor(0.91)
421,0.19713692367076874,tensor(0.92)
422,0.2953338027000427,tensor(0.80)
423,0.46042317152023315,tensor(0.86)
424,0.22869262099266052,tensor(0.91)
425,0.15046831965446472,tensor(0.95)
426,0.3937737047672272,tensor(0.83)
427,0.20116299390792847,tensor(0.94)
428,0.12601454555988312,tensor(0.97)
429,0.28223100304603577,tensor(0.86)
430,0.4746007025241852,tensor(0.78)
431,0.2386421412229538,tensor(0.91)
432,0.20151495933532715,tensor(0.91)
433,0.19020545482635498,tensor(0.91)
434,0.2199336737394333,tensor(0.88)
435,0.2684628665447235,tensor(0.91)
436,0.22327262163162231,tensor(0.92)
437,0.2841849625110626,tensor(0.91)
438,0.28795403242111206,tensor(0.88)
439,0.20061902701854706,tensor(0.95)
440,0.3317071199417114,tensor(0.83)
441,0.1816617101430893,tensor(0.97)
442,0.270297110080719,tensor(0.86)
443,0.17505954205989838,tensor(0.94)
444,0.2165076732635498,tensor(0.92)
445,0.28373169898986816,tensor(0.84)
446,0.17403854429721832,tensor(0.94)
447,0.18569841980934143,tensor(0.94)
448,0.3200967609882355,tensor(0.91)
449,0.23566262423992157,tensor(0.92)
450,0.2852446734905243,tensor(0.86)
451,0.26773858070373535,tensor(0.86)
452,0.3125547766685486,tensor(0.91)
453,0.2627686858177185,tensor(0.89)
454,0.1497192233800888,tensor(0.95)
455,0.24127601087093353,tensor(0.86)
456,0.21497729420661926,tensor(0.94)
457,0.28226980566978455,tensor(0.88)
458,0.18347857892513275,tensor(0.94)
459,0.16416198015213013,tensor(0.94)
460,0.16022053360939026,tensor(0.91)
461,0.24930782616138458,tensor(0.89)
462,0.2105347067117691,tensor(0.92)
463,0.13225731253623962,tensor(0.95)
464,0.1678352802991867,tensor(0.97)
465,0.2634083926677704,tensor(0.91)
466,0.2595169246196747,tensor(0.89)
467,0.17850778996944427,tensor(0.91)
468,0.13339273631572723,tensor(0.95)
469,0.21835292875766754,tensor(0.94)
470,0.28176766633987427,tensor(0.91)
471,0.17654727399349213,tensor(0.92)
472,0.23819546401500702,tensor(0.91)
473,0.21789240837097168,tensor(0.89)
474,0.15333685278892517,tensor(0.94)
475,0.19002245366573334,tensor(0.92)
476,0.17738062143325806,tensor(0.94)
477,0.18819932639598846,tensor(0.91)
478,0.11696922779083252,tensor(0.94)
479,0.3520354926586151,tensor(0.84)
480,0.2579002380371094,tensor(0.88)
481,0.22317393124103546,tensor(0.92)
482,0.19577451050281525,tensor(0.92)
483,0.2483789622783661,tensor(0.91)
484,0.21006840467453003,tensor(0.91)
485,0.3607967793941498,tensor(0.86)
486,0.13380318880081177,tensor(0.96)
487,0.25399985909461975,tensor(0.89)
488,0.1409609019756317,tensor(0.97)
489,0.20200829207897186,tensor(0.89)
490,0.26844409108161926,tensor(0.91)
491,0.2771318554878235,tensor(0.88)
492,0.1881202608346939,tensor(0.94)
493,0.23370280861854553,tensor(0.89)
494,0.1910654455423355,tensor(0.88)
495,0.23380689322948456,tensor(0.97)
496,0.2848506271839142,tensor(0.84)
497,0.37391141057014465,tensor(0.84)
498,0.1334581822156906,tensor(0.95)
499,0.19239622354507446,tensor(0.89)
500,0.18961046636104584,tensor(0.92)
501,0.20764441788196564,tensor(0.94)
502,0.17397090792655945,tensor(0.94)
503,0.23248791694641113,tensor(0.89)
504,0.2480725646018982,tensor(0.86)
505,0.16916964948177338,tensor(0.92)
506,0.2555876076221466,tensor(0.86)
507,0.18904776871204376,tensor(0.92)
508,0.18834689259529114,tensor(0.94)
509,0.15980592370033264,tensor(0.94)
510,0.23784884810447693,tensor(0.91)
511,0.13784216344356537,tensor(0.94)
512,0.22149917483329773,tensor(0.89)
513,0.1649889498949051,tensor(0.94)
514,0.26091691851615906,tensor(0.89)
515,0.16829250752925873,tensor(0.94)
516,0.3072141706943512,tensor(0.86)
517,0.1308339685201645,tensor(0.97)
518,0.18056942522525787,tensor(0.89)
519,0.16725142300128937,tensor(0.92)
520,0.13996239006519318,tensor(0.92)
521,0.33625492453575134,tensor(0.89)
522,0.3088308274745941,tensor(0.89)
523,0.23280861973762512,tensor(0.89)
524,0.22830961644649506,tensor(0.92)
525,0.18517062067985535,tensor(0.95)
526,0.19219060242176056,tensor(0.91)
527,0.2711125910282135,tensor(0.88)
528,0.2597372829914093,tensor(0.86)
529,0.2642270028591156,tensor(0.92)
530,0.15589937567710876,tensor(0.94)
531,0.19837509095668793,tensor(0.91)
532,0.19412536919116974,tensor(0.94)
533,0.2126215398311615,tensor(0.92)
534,0.13052982091903687,tensor(0.95)
535,0.1843544989824295,tensor(0.94)
536,0.22855962812900543,tensor(0.92)
537,0.2658998370170593,tensor(0.84)
538,0.21485058963298798,tensor(0.91)
539,0.20976489782333374,tensor(0.92)
540,0.3114350140094757,tensor(0.88)
541,0.19642485678195953,tensor(0.94)
542,0.21930357813835144,tensor(0.92)
543,0.14423732459545135,tensor(0.97)
544,0.27279046177864075,tensor(0.88)
545,0.2394157201051712,tensor(0.91)
546,0.21020850539207458,tensor(0.92)
547,0.2056332677602768,tensor(0.89)
548,0.22765634953975677,tensor(0.92)
549,0.24891458451747894,tensor(0.89)
550,0.18532487750053406,tensor(0.91)
551,0.23253117501735687,tensor(0.91)
552,0.22231948375701904,tensor(0.91)
553,0.1467105597257614,tensor(0.97)
554,0.28751587867736816,tensor(0.88)
555,0.15747539699077606,tensor(0.95)
556,0.22208847105503082,tensor(0.94)
557,0.2879955768585205,tensor(0.89)
558,0.12153489887714386,tensor(0.97)
559,0.2187683880329132,tensor(0.88)
560,0.2172987312078476,tensor(0.89)
561,0.2153625339269638,tensor(0.91)
562,0.22536048293113708,tensor(0.92)
563,0.14701266586780548,tensor(0.97)
564,0.28100669384002686,tensor(0.91)
565,0.1779382824897766,tensor(0.94)
566,0.15023274719715118,tensor(0.95)
567,0.2315465658903122,tensor(0.95)
568,0.2904205918312073,tensor(0.91)
569,0.2345450520515442,tensor(0.89)
570,0.1536751389503479,tensor(0.92)
571,0.17332588136196136,tensor(0.95)
572,0.26237404346466064,tensor(0.91)
573,0.23545581102371216,tensor(0.89)
574,0.17017309367656708,tensor(0.92)
575,0.20207162201404572,tensor(0.92)
576,0.2452864795923233,tensor(0.91)
577,0.16723203659057617,tensor(0.95)
578,0.08501972258090973,tensor(0.98)
579,0.21824277937412262,tensor(0.92)
580,0.15037934482097626,tensor(0.92)
581,0.1166551485657692,tensor(0.98)
582,0.195333793759346,tensor(0.88)
583,0.2080768197774887,tensor(0.88)
584,0.2385598123073578,tensor(0.92)
585,0.150251105427742,tensor(0.97)
586,0.14129897952079773,tensor(0.95)
587,0.15991203486919403,tensor(0.92)
588,0.2628667652606964,tensor(0.88)
589,0.21950335800647736,tensor(0.91)
590,0.17093807458877563,tensor(0.92)
591,0.18232110142707825,tensor(0.91)
592,0.18076086044311523,tensor(0.91)
593,0.198258638381958,tensor(0.89)
594,0.13085278868675232,tensor(0.98)
595,0.1790117621421814,tensor(0.94)
596,0.1935979276895523,tensor(0.91)
597,0.3552064001560211,tensor(0.84)
598,0.38511964678764343,tensor(0.80)
599,0.21235133707523346,tensor(0.86)
600,0.26771318912506104,tensor(0.86)
601,0.20461459457874298,tensor(0.88)
602,0.14423151314258575,tensor(0.95)
603,0.1303788125514984,tensor(0.98)
604,0.2836642265319824,tensor(0.84)
605,0.24540013074874878,tensor(0.89)
606,0.19668571650981903,tensor(0.91)
607,0.33214953541755676,tensor(0.91)
608,0.2392711341381073,tensor(0.86)
609,0.205255389213562,tensor(0.89)
610,0.1658942997455597,tensor(0.97)
611,0.1540619432926178,tensor(0.92)
612,0.15066362917423248,tensor(0.91)
613,0.28363436460494995,tensor(0.81)
614,0.12901127338409424,tensor(0.97)
615,0.1613975614309311,tensor(0.95)
616,0.22550596296787262,tensor(0.89)
617,0.2746173143386841,tensor(0.88)
618,0.19633404910564423,tensor(0.92)
619,0.12959988415241241,tensor(0.95)
620,0.2587962746620178,tensor(0.92)
621,0.13722757995128632,tensor(0.94)
622,0.20767393708229065,tensor(0.89)
623,0.18519631028175354,tensor(0.91)
624,0.26916950941085815,tensor(0.92)
625,0.322892427444458,tensor(0.86)
626,0.11244869232177734,tensor(0.95)
627,0.13305573165416718,tensor(0.95)
628,0.195192351937294,tensor(0.91)
629,0.1637258380651474,tensor(0.95)
630,0.21466270089149475,tensor(0.92)
631,0.17423677444458008,tensor(0.92)
632,0.33343255519866943,tensor(0.88)
633,0.2653006613254547,tensor(0.88)
634,0.2042788565158844,tensor(0.92)
635,0.1564888060092926,tensor(0.95)
636,0.2733058035373688,tensor(0.86)
637,0.14653010666370392,tensor(0.97)
638,0.14928272366523743,tensor(0.98)
639,0.13694360852241516,tensor(0.97)
640,0.12426620721817017,tensor(0.97)
641,0.208722785115242,tensor(0.91)
642,0.18813621997833252,tensor(0.92)
643,0.17797429859638214,tensor(0.92)
644,0.27258262038230896,tensor(0.86)
645,0.2854260504245758,tensor(0.89)
646,0.16190479695796967,tensor(0.95)
647,0.3008449673652649,tensor(0.83)
648,0.21651582419872284,tensor(0.91)
649,0.20000529289245605,tensor(0.89)
650,0.12144695222377777,tensor(0.98)
651,0.14940233528614044,tensor(0.98)
652,0.1744096428155899,tensor(0.97)
653,0.21832142770290375,tensor(0.92)
654,0.1441831886768341,tensor(0.94)
655,0.12441972643136978,tensor(0.95)
656,0.20969808101654053,tensor(0.92)
657,0.23583422601222992,tensor(0.88)
658,0.22483126819133759,tensor(0.92)
659,0.12798474729061127,tensor(0.97)
660,0.11276062577962875,tensor(0.97)
661,0.2332303673028946,tensor(0.89)
662,0.13116852939128876,tensor(0.97)
663,0.18874460458755493,tensor(0.91)
664,0.14335854351520538,tensor(0.92)
665,0.3880997896194458,tensor(0.88)
666,0.3140055239200592,tensor(0.86)
667,0.22917871177196503,tensor(0.89)
668,0.2916165888309479,tensor(0.91)
669,0.20648665726184845,tensor(0.91)
670,0.155000701546669,tensor(0.95)
671,0.13835304975509644,tensor(0.97)
672,0.2047932893037796,tensor(0.94)
673,0.2592020034790039,tensor(0.88)
674,0.1466067135334015,tensor(0.95)
675,0.2075408399105072,tensor(0.94)
676,0.22432784736156464,tensor(0.94)
677,0.3057727515697479,tensor(0.84)
678,0.18427245318889618,tensor(0.95)
679,0.2395620495080948,tensor(0.89)
680,0.14836373925209045,tensor(0.95)
681,0.1404874324798584,tensor(0.97)
682,0.17954690754413605,tensor(0.92)
683,0.18954038619995117,tensor(0.94)
684,0.19300952553749084,tensor(0.91)
685,0.21367484331130981,tensor(0.91)
686,0.22708894312381744,tensor(0.89)
687,0.25235217809677124,tensor(0.88)
688,0.22305673360824585,tensor(0.94)
689,0.23538517951965332,tensor(0.89)
690,0.17438480257987976,tensor(0.97)
691,0.19710905849933624,tensor(0.88)
692,0.27250435948371887,tensor(0.91)
693,0.1476941555738449,tensor(0.94)
694,0.20271320641040802,tensor(0.92)
695,0.1670909821987152,tensor(0.94)
696,0.2442314326763153,tensor(0.84)
697,0.1678081750869751,tensor(0.97)
698,0.18891295790672302,tensor(0.91)
699,0.19229371845722198,tensor(0.92)
700,0.24009492993354797,tensor(0.81)
